transfer_code_old,transfer_code_new,package_itinerary_slug,package_itinerary_id,package_itinerary_title,day_index,itinerary_index,status,reason,old_module_id_found,new_title,transfer_collection,mode
RAIL_56210,RAIL_56210,essence-of-japan,,Essence Of Japan,5,1,skipped,package_itinerary not found for slug='essence-of-japan' (title='Essence Of Japan'),,,,live
TRA_56322,ATRA_57818,essence-of-japan,,Essence Of Japan,9,1,skipped,package_itinerary not found for slug='essence-of-japan' (title='Essence Of Japan'),,,,live
TRA_56323,ATRA_57819,japan-family-quest,,Japan Family Quest,1,1,skipped,package_itinerary not found for slug='japan-family-quest' (title='Japan Family Quest'),,,,live
RAIL_56327,RAIL_56327,japan-family-quest,,Japan Family Quest,5,1,skipped,package_itinerary not found for slug='japan-family-quest' (title='Japan Family Quest'),,,,live
RAIL_56208,RAIL_56208,japan-family-quest,,Japan Family Quest,8,1,skipped,package_itinerary not found for slug='japan-family-quest' (title='Japan Family Quest'),,,,live
TRA_56331,ATRA_57822,japan-family-quest,,Japan Family Quest,11,1,skipped,package_itinerary not found for slug='japan-family-quest' (title='Japan Family Quest'),,,,live
TRA_56330,ATRA_57821,japan-with-the-crew,,Japan With The Crew,1,1,skipped,package_itinerary not found for slug='japan-with-the-crew' (title='Japan With The Crew'),,,,live
RAIL_56210,RAIL_56210,japan-with-the-crew,,Japan With The Crew,4,1,skipped,package_itinerary not found for slug='japan-with-the-crew' (title='Japan With The Crew'),,,,live
TRA_56324,ATRA_57820,japan-with-the-crew,,Japan With The Crew,6,1,skipped,package_itinerary not found for slug='japan-with-the-crew' (title='Japan With The Crew'),,,,live
TRA_56323,ATRA_57819,sakura-escape,,Sakura Escape,1,1,skipped,package_itinerary not found for slug='sakura-escape' (title='Sakura Escape'),,,,live
RAIL_56327,RAIL_56327,sakura-escape,,Sakura Escape,4,1,skipped,package_itinerary not found for slug='sakura-escape' (title='Sakura Escape'),,,,live
TRA_56326,ATRA_57828,sakura-escape,,Sakura Escape,7,1,skipped,package_itinerary not found for slug='sakura-escape' (title='Sakura Escape'),,,,live
TRA_56330,ATRA_57821,the-japan-journey,,The Japan Journey,1,1,skipped,package_itinerary not found for slug='the-japan-journey' (title='The Japan Journey'),,,,live
RAIL_56209,RAIL_56209,the-japan-journey,,The Japan Journey,4,1,skipped,package_itinerary not found for slug='the-japan-journey' (title='The Japan Journey'),,,,live
RAIL_56328,RAIL_56328,the-japan-journey,,The Japan Journey,6,1,skipped,package_itinerary not found for slug='the-japan-journey' (title='The Japan Journey'),,,,live
TRA_56322,ATRA_57818,the-japan-journey,,The Japan Journey,9,1,skipped,package_itinerary not found for slug='the-japan-journey' (title='The Japan Journey'),,,,live
TRA_56323,ATRA_57819,tokyo-kyoto-discovery,,Tokyo & Kyoto Discovery,1,1,skipped,package_itinerary not found for slug='tokyo-kyoto-discovery' (title='Tokyo & Kyoto Discovery'),,,,live
RAIL_56327,RAIL_56327,tokyo-kyoto-discovery,,Tokyo & Kyoto Discovery,4,1,skipped,package_itinerary not found for slug='tokyo-kyoto-discovery' (title='Tokyo & Kyoto Discovery'),,,,live
TRA_56326,ATRA_57828,tokyo-kyoto-discovery,,Tokyo & Kyoto Discovery,6,1,skipped,package_itinerary not found for slug='tokyo-kyoto-discovery' (title='Tokyo & Kyoto Discovery'),,,,live
