Activity ID,currency,min_threshold,max_threshold,price_per_person,price_per_vehicle,slab_type,vehicle_type
ATRA_57823,USD,2,3,,55,transfer,none
ATRA_57823,USD,4,5,,65,transfer,none
ATRA_57823,USD,6,7,,80,transfer,none
ATRA_57823,USD,8,9,,110,transfer,none
ATRA_57824,USD,2,3,,55,transfer,none
ATRA_57824,USD,4,5,,65,transfer,none
ATRA_57824,USD,6,7,,80,transfer,none
ATRA_57824,USD,8,9,,110,transfer,none
ATRA_57825,USD,2,3,,40,transfer,none
ATRA_57825,USD,4,5,,60,transfer,none
ATRA_57825,USD,6,7,,120,transfer,none
ATRA_57826,USD,2,3,,40,transfer,none
ATRA_57826,USD,4,5,,60,transfer,none
